"Program Name","Address","Phone","Accreditation Status","Email","lon","lat"
" University of Wisconsin (Madison) Program","University of Wisconsin Department of Family Medicine and Community Health
1100 Delaplaine Court
Madison, WI 53715
","(608) 263-4550
 u","Continued Accreditation","madisonbaraboo.applicant@fammed.wisc.ed",-89.40309,43.058142
" University of Wyoming (Casper) Program","University of Wyoming Family Medicine Res- Casper
1522 East A Street Casper, WY 82601
","(307) 234-6161","Continued Accreditation",NA,-106.3045542,42.8519606
" University of Wyoming (Cheyenne) Program","Univ. of Wyoming-Fam. Med. Res. Prog. at Cheyenne
821 East 18th Street Cheyenne, WY 82001
","(307) 757-6887
","Continued Accreditation","uwcheyfm@uwyo.edu",-104.8067041,41.1374326
" University of Wyoming College of Health Sciences Program","1522 East A St Casper, WY 82601
","(307) 234-6161
","Initial Accreditation","tfarley@uwyo.edu",-106.3045329,42.8518308
" UPMC Medical
Education (Harrisburg) Program","4300 Londonderry Road
Harrisburg, PA 17043
","(717) 657-7458
","Continued Accreditation","kambicdm@upmc.edu",-76.816759,40.2848017
" UPMC Medical
Education Program","2200 Memorial Drive
Farrell, PA 16121
","(724) 983-7507
","Continued Accreditation","johnsmg@upmc.edu",-80.4694915,41.2103111
" UPMC Medical
Education/Altoona Hospital Program","UPMC Medical Education (Altoona) Family Medicine Program
501 Howard Avenue, Suite F2 Altoona, PA 16601
","(814) 889-2020
","Continued Accreditation","recruitment@altoonafp.org",-78.3953033,40.5222662
" UPMC Medical
Education/Lititz Program","1500 Highlands Drive
Lititz, PA 17543-7694
","(717) 625-5646
","Continued Accreditation","kametza@upmc.edu",-76.3121664,40.1321037
" UPMC Medical
Education/McKeesport Hospital Program","UPMC McKeesport
Family Medicine Residency Program 2347 Fifth Avenue
McKeesport, PA 15132
","(412) 673-5009
","Continued Accreditation","kramersb@upmc.edu",-79.8371921,40.3544348
" UPMC Medical
Education/Presbyterian Shadyside Hospital Program","UPMC Presbyterian Shadyside UPMC Shadyside Family Medicine Residency Program
5230 Centre Avenue, North Tower,  3rd Floor Pittsburgh, PA 15232
","(412) 623-2237
","Continued Accreditation","redwingt@upmc.edu",-79.9394943,40.4543936
" UPMC Medical
Education/St Margaret Hospital Program","UPMC St Margaret Hospital 815 Freeport Road
Pittsburgh, PA 15215
","(724) 334-3640
","Continued Accreditation","floatkm@upmc.edu",-79.8959532,40.4891711
" UPMC Medical
Education/Williamsport Hospital Program","Williamsport Family Medicine Residency 740 High Street
Suite 4001
Williamsport, PA 17701
","(570) 321-2340
","Continued Accreditation","sheetsam@upmc.edu",-77.0161618,41.2460177
" US Air Force
Regional Hospital Program","Eglin Family Medicine Residency 96 HCOS/SGGF
307 Boatner Road, Suite 114 Eglin AFB, FL 32542
","(850) 883-9360
","Continued Accreditation","jennifer.g.chang.mil@mail.mil",-86.5433477,30.450546
" USA Health
Program","University of South Alabama Health University Hospital
1601 Center St 2N Mobile, AL 36604
","(251) 434-3698
","Continued Accreditation","emolokhia@health.southalabama.edu",-88.0764402,30.6953285
" Utah HealthCare Institute/St Mark's Program","St Mark's Family Medicine Residency 1250 E 3900 S
Suite 260
Salt Lake City, UT 84124 ","(801) 349-9960
","Continued Accreditation","kkirby@utahhealthcare.org",-111.8557891,40.685791
" Utah Valley Hospital Program","Utah Valley Family Medicine Residency 475 West 940 North
Provo, UT 84604
","(801) 357-7940
","Continued Accreditation","utahvalleyfamilymedicine@imail.org",-111.6669575,40.2459108
" Valley Baptist Medical Center Program","Valley Baptist Family Practice Residency 2222 Benwood Street
Harlingen, TX 78550
","(956) 389-2448
","Continued Accreditation","familypractice@valleybaptist.net",-97.669241,26.1763105
" Valley Consortium for Medical Education Family Medicine Program","Valley Family Medicine Residency of Modesto
1400 Florida Avenue
Suite 102
Modesto, CA 95350
","(209) 596-0066
","Continued Accreditation","kathleen.kearns@tenethealth.com",-120.9959219,37.6640831
" Valley Health System Program","6655 S. Cimmaron
Suite 100
Las Vegas, NV 89113 ","(702) 577-5683
","Continued Accreditation without Outcomes","VHSFamilyMedicine@uhsinc.com",-115.2708418,36.0681037
" Valley Health System/Medical College of Virginia/Virginia Commonwealth University Program","VCU-Shenandoah Valley Family Practice Residency
351 Valley Health Way, Suite 300 Front Royal, VA 22630
","(540) 636-2028
","Continued Accreditation","svfpr@valleyhealthlink.com",-77.4526805,37.5483122
" Valley Health Team, Inc. Program","Valley Health Team-Central Fresno Community Health Center
4711 W. Ashlan Ave Fresno, CA 93722
","(559) 203-6645
","Continued Accreditation","information@vhtfmrp.org",-119.8782799,36.7930325
" Valley Medical Center Program","Valley Family Medicine 3915 Talbot Rd South Suite 401 - VPC401
Renton, WA 98055
","(425) 690-3444
","Continued Accreditation","familymedicine@valleymed.org",-122.2122182,47.4443359
" VCU/Riverside Regional Medical Center Program","VCU - Riverside Family Medicine Residency Riverside Brentwood Medical Center
10510 Jefferson Avenue, Suite B Newport News, VA 23601
","(757) 594-3800
","Continued Accreditation","kathleen.hundley2@rivhs.com",-76.458573,37.047201
" Ventura County Medical Center Program","Ventura County Medical Center Office of Medical Education 300 Hillmont Ave
Ventura, CA 93003
","(805) 652-6228
","Continued Accreditation","paula.areias@ventura.org",-119.2531435,34.2772054
" Vidant Medical Center Program","Brody School of Medicine at East Carolina University
Department of Family Medicine 101 Heart Drive
Greenville, NC 27834
","(252) 744-5493
","Initial Accreditation","ecufammedres@ecu.edu",-77.4086217,35.6111678
" Vidant Medical Center/East Carolina University Program","Brody School of Medicine at East Carolina Univ
Department of Family Medicine 101 Heart Drive
Greenville, NC 27834
","(252) 744-0880
","Continued Accreditation","ecufammedres@ecu.edu",-77.4086217,35.6111678
" Virginia Commonwealth University-Bon Secours (St Francis) Program","St. Francis Family Medicine Residency 13540 Hull Street Road
Midlothian, VA 23112
","(804) 739-6142
","Continued Accreditation","victor_agbeibor@bshsi.org",-77.6510783,37.4111564
" Virginia Mason Franciscan Health Program","4207 Kitsap Way
Bremerton, WA 98312
","(360) 434-0601
","Continued Accreditation","michael.watson@commonspirit.org",-122.6710105,47.5670236
" Virtua Program","Virtua Family Medicine Residency 2225 Evesham Road, Suite 101
Suite 101
Voorhees, NJ 08043 ",NA,"Continued Accreditation","mmaffei@virtua.org",-74.9638926,39.8628793
" Waco Family Medicine - Institute Program","1600 Providence Drive
Waco, TX 76707
","(254) 313-4297
","Continued Accreditation","ryan.laschober@wacofamilymedicine.org",-97.152823,31.5591889
" Wake Forest University School of Medicine Program","Wake Forest School of Medicine of Wake Forest Baptist Medical Center
Family and Community Medicine Medical Center Blvd
Winston-Salem, NC 27157-1084
","(336) 716-9024
","Continued Accreditation","rdeleon@wakehealth.edu",-80.271387,36.0902761
" Washington Health System  Program","Washington Health System FMRP 95 Leonard Avenue
Bldg 2, Third Floor Washington, PA 15301
","(724) 223-3548
","Continued Accreditation","lobrien@whs.org",-80.2408147,40.1819678
" Wayne State University School of Medicine Program","Ascension Providence Rochester Hospital 1101 W. University Drive
2-South
Rochester, MI 48307
","(313) 784-0977
","Continued Accreditation","eking@med.wayne.edu",-83.1494443,42.6796677
" Wellmont Health System/Lonesome Pine Hospital Program","1990 Holton Avenue
Big Stone Gap, VA 24219 ","(276) 679-0321
","Continued Accreditation without Outcomes","ashley.mcguire@balladhealth.org",-82.7543514,36.8770338
" Wellspan Health/Good Samaritan Hospital Program","4th & Walnut Streets 252 S. 4th Street PO Box 1520
Lebanon, PA 17042
","(717) 270-1949
","Continued Accreditation without Outcomes","awaheed3@wellspan.org",-95.1251831,37.1668586
" Wellspan Health/York Hospital Program","Thomas Hart FPC
1001 South George Street York, PA 17405
","(717) 851-2472
","Continued Accreditation","srobert4@wellspan.org",-76.7173392,39.9448832
" WellStar Atlanta Medical Center Program","Atlanta Medical Center
1000 Corporate Center Drive Suite 200
Morrow, GA 30260
","(770) 968-6468
","Continued Accreditation","george.brown@WellStar.org",-84.3330719,33.5709957
" WellStar Kennestone Regional Medical Center Program","582 Concord Road SE Smyrna, GA 30082
","(470) 956-4030
","Continued Accreditation","tammy.hamm@wellstar.org",-84.5362256,33.8694058
" West Kendall Baptist Hospital / Florida International University Program","West Kendall Baptist Hospital 9555 SW 162 Avenue
Miami, FL 33196
","(786) 467-3151
","Continued Accreditation","maggiegod@baptisthealth.net",-80.4556516,25.6783814
" West Suburban Medical Center Program","West Suburban Medical Center Family Medicine Residency Program
1 Erie Court, Suite 4110 Professional Office Bldg
Oak Park, IL 60302 ","(708) 763-2369
","Probationary Accreditation","vismith@westsubmc.com",-87.7761758,41.8911825
" West Virginia University Program","Clark K. Sleeth Family Medicine Center 6040 University Town Centre Drive Morgantown, WV 26501
","(304) 581-1640
","Continued Accreditation","ilblankenship@wvumedicine.org",-79.9982208,39.6432262
" West Virginia University Rural Program","WVU Rural Family Medicine Residency Program
Harpers Ferry Family Medicine 171 Taylor Street
Harpers Ferry, WV 25425 ","(304) 535-4108
","Continued Accreditation","eckertv@wvumedicine.org",-77.7424306,39.3255471
" Westchester General Hospital, Inc. Program","2500 SW 75 Ave
Miami, FL 33155
","(305) 264-5252
","Continued Accreditation","mededucation@keraltyhospital.com",-80.31772,25.7468379
" Western Michigan University Homer Stryker MD School of Medicine (Battle Creek) Program","300 North Ave
Battle Creek, MI 49017 ","(269) 245-8026
","Continued Accreditation without Outcomes","holli.neiman-hart@med.wmich.edu",-85.1783926,42.331414
" Western Michigan University Homer Stryker MD School of Medicine (Kalamazoo) Program","Western Michigan University Homer Stryker MD School of Medicine
Department of Family and Community Medicine
117 W. Paterson Ave. Kalamazoo, MI 49007
","(616) 403-0418
","Continued Accreditation","FamMedKaZoo@med.wmich.edu",-85.5795493,42.2895988
" Western Reserve Health Education/NEOMED Program","Trumbull Regional Medical Center Family Medicine Center
1350 E Market St Warren, OH 44483
","(330) 884-3983
","Continued Accreditation","Marianne.Cominsky@Steward.org",-80.7990834,41.235851
" Western Reserve Hospital Program","1900 23rd St
Cuyahoga Falls, OH 44223 ","(330) 971-7225
","Continued Accreditation","cseiple@unityhealthnetwork.com",-81.5105512,41.1334245
" Wheeling Hospital Program","Wheeling Hospital Family Medicine Center
40 Medical Park, Suite 406
Wheeling, WV 26003
","(304) 243-3330
","Continued Accreditation","tknight@wheelinghospital.org",-80.685052,40.059072
" WiNC (Wisconsin Northern & Central) GME Consortium/Aspirus (Wausau) Program","Aspirus Wausau Family Medicine 425 Wind Ridge Drive
Wausau, WI 54401
","(715) 675-3391
","Continued Accreditation","deanna.froehlich@aspirus.org",-89.6610143,44.9687114
" WiNC (Wisconsin Northern & Central) GME Consortium/MCW-Prevea (Green Bay) Program","1721 Shawano Ave Green Bay, WI 54303 ","(920) 436-1375","Initial Accreditation",NA,-88.0664999,44.5318414
" WiNC (Wisconsin Northern & Central) GME Consortium/Prevea (Eau Claire) Program","Eau Claire Family Medicine Residency 617 W Clairemont Ave
Eau Claire, WI 54701 ","(715) 717-4639
","Continued Accreditation","residency.inquiry@prevea.com",-91.5046488,44.792188
" Womack Army Medical Center Program","Womack Army Medical Center Department of Family Medicine Family Medicine Residency Program Fort Bragg, NC 28310
","(910) 907-8871
","Continued Accreditation","adriane.e.bell.mil@mail.mil",-79.0020927,35.14615
" Wright Center for Graduate Medical Education (Kingston) Program","Wright Center for Graduate Medical Education Program
2 Sharpe Street
Kingston, PA 18704
","(570) 343-2383
","Continued Accreditation with Warning","howellroedelj@thewrightcenter.org",-75.8888178,41.2698013
" Wright Center for Graduate Medical Education (National) Program","The Wright Center for Graduate Medical Education
501 S. Washington Ave. Scranton, PA 18505
","(480) 248-8141
","Continued Accreditation","familymedicine@thewrightcenter.org",-75.6696243,41.4013862
" Wright State University/Dayton Community Hospitals Program","Wright State University Family Medicine Residency
2261 Philadelphia Drive
Suite 300
Dayton, OH 45406
","(937) 275-2792
","Continued Accreditation","family_practice@premierhealth.org",-84.2368799,39.7887138
" Yakima Valley Farm Workers Clinic/Sollus Northwest Program","1000 Wallace Way
Grandview, WA 98930
","(509) 788-1702","Continued Accreditation",NA,-119.9225036,46.2660579
" Yuma Regional Medical Center Program","Yuma Regional Medical Center 2400 South Avenue A
Yuma, AZ 85364-7170
","(928) 336-1290
","Continued Accreditation","hponder@yumaregional.org",-114.6348728,32.6823156
" Zucker School of Medicine at Hofstra/Northwell at Glen Cove Hospital Program","Glen Cove Hospital 101 St Andrews Lane Glen Cove, NY 11542 ","(516) 674-7619
","Continued Accreditation","jpetrusky@northwell.edu",-73.6229217,40.8705479
" Zucker School of Medicine at Hofstra/Northwell at Peconic Bay Medical Center Program","Peconic Bay Medical Center 1300 Roanoke Avenue
Riverhead, NY 11901
","(631) 727-8330
","Continued Accreditation","dortolani1@northwell.edu",-72.673446,40.9345059
" Zucker School of Medicine at Hofstra/Northwell at Phelps Hospital Program","Phelps Memorial Hospital Center Medical Services Building 755, Suite 405
701 North Broadway Sleepy Hollow, NY 10591 ","(914) 366-5359
","Continued Accreditation","rcollins2@northwell.edu",-73.863471,41.1092016
" Zucker School of Medicine at Hofstra/Northwell at Plainview Hospital Program","888 Old Country Rd Plainview, NY 11803-4914
","(516) 731-1900
","Continued Accreditation","lcrafa@northwell.edu",-73.4786688,40.775067
